SurvYear,SurvMonth,GrYrMo,OrigSeq,COL,DEPT,MAJ,Level,Gender,Ethnic,AgeAtGrad,Disability,Birthdate,StartSem,StartYr,PrevBachMajor,PrevBachInstitu,PrevBachYr,_ndPrevBachMaj,_ndPrevBachInst,_ndPrevBachYr,PrevMastfMajor,PrevMastInst,PrevMastYr,_ndPrevMastMajor,_ndPrevMastInstitu,_ndPrevMastYr,PrevDoctMajor,PrevDoctInst,PrevDoctYr,Reason1st,Reason2nd,Reason3rd,ReasonOth,GenRating,FacKnowledge,FacTeaching,FacResInClass,FacOutsideClass,DeptStaff,FacIntSuccess,ApplicCourses,CourseAvail,OppWorkResProj,ClassLabQual,ResLabQual,GrAdvisAvail,GrAdvAdmin,GrAdvPersonal,GrAdvCareerAdv,GeAdvUsefulAccurate,GrAdvPlcmt,MajProfAvail,MajProfAcad,MajProfDis_Thes,MajProfCareerAdv,MajProfUsefulAccurate,MajProfPlcemt,ConfAttnd,ConfPapers,JournlPublicn,NearFuturePlans,FutureRelToDeg,FutureEmployType,Expense,Housing,CulturalOps,SocialOps,Collegiality,InternatStuAcceptance,MinorityAcceptance,LibBooks,LibJournl,LibRef,LibStudy,LibILL,LibUsrAsst,LibHrs,OwnPC,BorrowPC,CompGen,CompUsage,CompLocaOrig,CompLocaNorm,CompAvail,CompQual,CompUsrAsst,UC_SUB,RecCntr,HalthServ,CounselingCntr,CareerP_P,StuPublica,Parking,BusServ,Security,StuAttny,Bookstore,DisabStuSrv,GradAdmis,GradSchool,RegisRegistrar,Bursr,InternatProg,FinAid,ParentsInCollege,FinSupDataQual,Fin_RA,Fin_TA,Fin_GA,Fin_PT,Fin_FT,Fin_Scholarsh,Fin_Spouse,Fin_Parent,Fin_Loan,Fin_Grant,Fin_Trust,Fin_Employer,Fin_Military,Fin_Govt,Fin_Oth,Fin_Credit_Cards,Fin_OthDefined
1995,May,199505,17,AS,ENGL,English,Mast.,F,W,30,No,,Spr.,1990,English,TTU,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Cost,blank,,3,4,4,5,4,5,3,2,3,1,,,3,4,3,,,,,,,,,,,,,Evaluating,?,?,3,3,4,3,1,,,3,2,2,1,4,4,2,Yes,No,,4,Library,LIBRARY,4,4,3,3,4,2,,1,1,1,3,,1,4,,4,5,1,1,,3,N/A,OK,,0.45,,,,,,,0.55,,,,,,,,
1995,May,199505,18,HS,ENRHM,Home Eco. Educ.,Mast.,F,W,28,No,,Spr.,1993,Home Eco.,Baylor,1990,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,Cost,blank,,5,5,4,5,5,4,5,5,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,4,,,,Searching,N/A,N/A,4,4,5,5,5,,,4,5,4,4,4,4,4,Yes,No,,2,?,?,,,,5,5,5,,,,3,,,,5,,5,5,5,3,,4,N/A,OK,,,,,,,,,0.5,0.5,,,,,,,
1995,May,199505,19,BA,FIN,Finance,Mast.,M,W,25,No,,Fall,1993,Management,A&M,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Family/FriendsRecom'd,Location,,4,5,4,4,5,4,4,4,5,3,4,4,5,4,4,4,4,3,5,4,4,4,4,4,,,,Cont. Educ.,N/A,N/A,4,4,3,3,4,,,3,2,2,2,4,2,4,Yes,?,,4,BA,BA,3,3,3,4,,,,4,4,3,5,4,,4,,4,4,4,4,,,N/A,OK,,,,0.25,,,,0.75,,,,,,,,,
1995,May,199505,20,BA,FIN,Finance,Mast.,M,W,22,No,,Spr.,1994,MIS,TTU,1994,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Cost,EmployedLubbock,,3,5,5,5,5,5,5,4,5,4,4,4,5,2,2,2,1,2,5,5,5,5,5,5,,,,Searching,N/A,N/A,4,3,4,4,4,,,2,1,3,4,2,5,5,Yes,Yes,,5,?,?,,,,5,5,,,3,1,1,4,4,,4,,4,4,3,3,5,,N/A,OK,,,0.7,,,,,0.3,,,,,,,,,
1995,May,199505,21,AS,ENGL,English,Mast.,F,W,33,No,,Spr.,1992,Art,LCU,1983,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,Cost,,4,4,4,3,4,5,5,3,3,4,3,3,3,4,4,4,4,5,,,,,,,,,,Searching,N/A,N/A,4,,,,4,,,4,3,4,4,5,3,1,Yes,Yes,,5,ENGL,DEPT-AS-HU,5,5,4,4,,,,4,,1,1,,,,3,5,5,3,3,,1,N/A,OK,,0.5,,,,,,,0.4,0.1,,,,,,,
1995,May,199505,22,VPA,ART,Fine Arts - Art,Mast.,M,W,37,No,,Spr.,1991,General Studies,TTU,1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,WorkWParticFac,,4,4,5,3,4,4,5,4,4,1,3,2,3,2,1,2,4,1,4,5,4,5,4,4,,,,New job,?,?,4,4,3,2,3,,,3,2,3,2,,,4,Yes,No,,2,ATLC,ATLC,1,1,2,4,,4,4,3,4,4,4,3,2,4,,4,3,4,4,,5,N/A,OK,,0.5,,,,0.15,,,0.2,0.15,,,,,,,
1995,May,199505,23,VPA,MUSIC,Music,Mast.,F,W,24,No,,Fall,1993,Music,LCU,1993,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Gen. educ. reputation,WorkWParticFac,,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Educ.,N/A,N/A,4,4,4,4,4,,,2,1,2,,4,4,4,Yes,No,,3,?,?,,,,2,,,,,,1,2,4,,4,,5,5,5,,,1,N/A,OK,,0.5,,0.2,,,,,0.3,,,,,,,,
1995,May,199505,24,ED,EP&L,Counselor Education,Doct.,F,W,53,No,,Fall,1991,?,?,,N/A,N/A,,Relig.Stud,Incarnate Word,1991,Elem. Ed.,Texas,,N/A,N/A,,Location,Major program,FacultyRecommended,,5,3,4,2,2,4,3,5,3,1,3,,5,3,3,3,4,2,5,4,5,4,5,,,,,Cont. Employ.,?,?,1,,2,4,5,,,5,4,4,4,4,5,5,Yes,No,,3,ED,DEPT-ED,5,4,3,4,5,,5,4,3,4,,4,,4,,4,5,4,4,,,N/A,OK,,0.5,,,,,0.5,,,,,,,,,,
1995,May,199505,25,AS,PSY,Counseling Psychology,Mast.,M,W,27,No,,Fall,1991,Journalism,A&M,1989,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Cost,blank,,4,3,2,3,3,4,3,2,1,2,2,2,4,3,2,4,3,1,,,,,,,,,,Other,N/A,N/A,3,3,4,2,1,,,3,2,3,3,4,4,4,Yes,No,,4,MODEM,OTH,3,3,1,3,4,4,5,3,2,2,1,1,2,1,,4,3,3,4,,1,N/A,OK,,,,,0.6,,,,0.35,,0.05,,,,,,
1995,May,199505,26,AS,GEOS,Geology,Doct.,M,W,29,No,,Fall,1991,Geology,Ohio St.,1987,N/A,N/A,,Geology,TTU,1991,N/A,N/A,,N/A,N/A,,WorkWParticFac,ResearchInterest,TA/RA,,4,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,,,1,New job,?,?,4,,3,3,5,,,4,4,4,,5,4,,Yes,No,,2,GEOS,DEPT-AS-SC,5,4,4,4,,4,,,,4,,5,,5,,,5,3,2,,2,N/A,OK,0.4,0.3,,,,0.1,,0.05,0.1,0.05,,,,,,,
1995,May,199505,27,AS,GEOS,Atmospheric Science,Mast.,M,W,25,No,,Spr.,1993,Meteorology,Plymouth St.,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Major program,Family/FriendsRecom'd,,4,5,4,4,5,5,5,3,4,2,4,3,5,5,5,5,5,4,5,5,5,5,5,4,,,,Searching,N/A,N/A,4,5,4,3,5,,,4,4,4,5,5,3,4,Yes,No,,5,GEOS,DEPT-AS-SC,3,2,2,4,4,5,,,2,1,5,,,3,,4,5,3,3,,1,N/A,OK,0.12,0.38,,,,0.1,,,0.4,,,,,,,,
1995,May,199505,28,AS,BIOL,Zoology,Mast.,M,N,26,No,,Spr.,1993,Biology,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,blank,blank,,3,3,3,3,3,3,2,3,2,1,1,1,5,3,3,4,4,3,5,3,3,4,4,3,,,1,New job,?,?,2,3,1,1,3,2,2,1,1,1,2,5,4,3,Yes,No,,4,ATLC,ATLC,2,4,2,2,3,4,,1,1,2,4,,,2,4,3,3,1,2,2,1,N/A,OK,,0.1,,,,,,0.9,,,,,,,,,
1995,May,199505,29,BA,ACCT,Accounting,Mast.,M,W,39,No,,Fall,1993,Finance,UTPB,1985,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,Family/FriendsRecom'd,,5,5,5,3,4,4,5,5,3,2,3,3,3,5,3,5,5,5,3,5,,5,5,5,,,,Cont. Educ.,N/A,N/A,4,3,2,4,5,,,2,2,2,1,3,5,5,Yes,No,,2,ATLC,ATLC,2,,,4,5,5,,,,1,2,,,3,,4,,4,1,,1,N/A,OK,,,,,0.25,0.05,0.5,0.1,0.1,,,,,,,,
1995,May,199505,30,BA,FIN,Finance,Mast.,M,W,24,No,,Sum.,1993,Finance,TTU,1993,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Gen. educ. reputation,Cost,,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,New job,?,?,4,4,4,4,4,,,3,3,4,4,4,4,4,Yes,No,,3,BA,BA,4,4,4,4,5,4,,4,,2,4,4,,4,,4,4,4,3,,3,N/A,OK,,,,0.18,,,,0.3,0.5,0.02,,,,,,,
1995,May,199505,31,AS,HIST,History,Mast.,M,W,26,No,,Fall,1993,Aerospace Engr,A&M,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,TA/RA,ResearchInterest,,5,5,4,4,5,5,5,5,2,5,3,4,4,4,4,4,4,4,5,5,5,5,5,5,,,,Searching,N/A,N/A,4,4,5,5,4,,,5,5,5,2,5,5,2,Yes,No,,4,ATLC,ATLC,2,1,2,4,5,3,,2,3,4,,2,,5,,4,4,4,2,,2,N/A,OK,,0.4,,,0.05,,,,0.5,0.05,,,,,,,
1995,May,199505,32,GR,INTERDIS,Interdis. St.-Linguistics,Mast.,F,N,27,No,,Fall,1993,English,[Japan],1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,blank,blank,,3,5,5,3,4,4,5,2,1,2,4,3,4,3,4,3,3,3,3,4,3,3,3,3,,,,Cont. Educ.,N/A,N/A,4,4,1,1,2,3,3,2,3,2,2,3,3,4,No,No,,3,ATLC,ATLC,2,4,3,3,4,3,,3,,4,4,4,,4,,3,2,3,4,3,,N/A,OK,,1,,,,,,,,,,,,,,,
1995,May,199505,33,BA,MGT,Management-HOM,Mast.,M,W,28,No,,Sum.,,English,Brigham Young,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Major program,ResearchInterest,,5,4,4,5,4,5,4,4,4,3,5,3,5,5,5,4,4,5,4,4,3,5,4,3,,,,New job,?,?,5,4,3,4,4,,,3,2,3,3,5,5,5,Yes,No,,4,BA,BA,3,2,1,4,5,,,4,3,2,,,,4,,4,4,,2,,3,N/A,OK,,,,0.3,,0.15,0.2,,0.35,,,,,,,,
1995,May,199505,34,AS,PHYS,Physics,Mast.,M,W,25,No,,Fall,,Physics,Trinity,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Other,TA/RA,Cost,Spouse/future spouse attending,3,5,4,4,5,5,4,4,5,4,2,3,3,4,3,3,3,3,3,4,4,3,3,3,,,,Cont. Educ.,N/A,N/A,4,,3,2,5,,,2,2,2,,,4,,Yes,Yes,,5,PHYS,DEPT-AS-SC,5,2,1,4,4,,,3,2,3,,,,3,,,4,3,2,,1,N/A,OK,0.33,0.33,,,,,0.34,,,,,,,,,,
1995,May,199505,35,ED,EP&L,Educ. Leadership,Doct.,F,W,47,No,,Fall,1990,Elem. Ed.,East Tx. St.,1969,N/A,N/A,,Education,East Tx. St.,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,blank,,5,5,4,5,5,5,5,4,4,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Employ.,?,?,,,4,,5,,,4,4,4,4,5,4,3,Yes,Yes,,2,ED,DEPT-ED,5,5,5,4,5,5,,,,1,,,,4,,,5,5,5,,,N/A,OK,,,,,1,,,,,,,,,,,,
1995,May,199505,36,BA,MKT,Marketing,Doct.,M,W,34,No,,Fall,1990,Marketing,WTA&M,1988,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Location,Cost,blank,,5,5,4,4,5,3,5,4,3,4,4,5,,,,,,,5,5,5,5,5,5,,,2,New job,?,?,5,4,3,3,5,,,4,3,4,3,1,4,1,Yes,No,,5,BA,BA,5,5,4,5,,4,,,3,4,5,,,4,,4,5,4,4,,4,N/A,OK,0.3,0.3,,0.1,,,,0.15,0.15,,,,,,,,
1995,May,199505,37,VPA,ART,Fine Arts - Art,Doct.,F,W,,No,,?,,Art,Carnegie-Mellon,1977,N/A,N/A,,Art Educ.,TTU,1986,N/A,N/A,,N/A,N/A,,Other,blank,blank,Accepted me and future husband into program,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,New job,?,?,,,,,,,,2,1,3,3,5,4,1,Yes,Yes,,2,ATLC,ATLC,,,,,5,2,,,1,1,,1,4,,,,,2,5,,,N/A,OK,,,,0.2,0.6,,0.1,0.1,,,,,,,,,
1995,May,199505,38,ED,EP&L,Higher Education,Mast.,M,W,39,No,,Fall,1992,Accounting,Mid.Tenn. St,1977,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,blank,blank,,4,4,4,2,4,3,4,4,4,2,4,4,5,5,5,5,5,4,5,5,5,5,5,4,,,,Cont. Employ.,?,?,4,,,3,3,,,4,4,4,4,,1,4,Yes,Yes,,5,OFFICE,OTH,5,5,5,5,,,,,1,1,4,5,,1,,4,4,1,3,,1,N/A,OK,,,,,1,,,,,,,,,,,,
1995,May,199505,39,AS,GEOS,Atmospheric Science,Mast.,M,W,44,No,,Fall,1991,Meteorology,No. Illinois,1972,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,TA/RA,Location,,3,2,4,3,3,,2,4,4,1,,,4,1,1,,,,4,4,4,1,1,1,,,,Searching,N/A,N/A,3,1,,,,,,3,5,5,4,,4,4,No,No,,3,ATLC,ATLC,4,4,3,,,,1,1,,4,,4,,4,,4,,4,4,,,N/A,OK,0.05,0.3,,,,,,0.65,,,,,,,,,
1995,May,199505,40,AS,HIST,History,Doct.,M,W,47,No,,Fall,1990,History,Louisiana C,1969,N/A,N/A,,History,Texas-Tyler,1989,Theology,Baptist seminary,,N/A,N/A,,Major program,Cost,blank,,5,5,4,4,5,4,5,5,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,4,,,,New job,?,?,5,5,4,4,4,,,4,4,4,5,5,4,5,Yes,Yes,,2,ATLC,ATLC,5,4,4,4,,2,,4,2,1,4,,,4,,5,5,,,,4,N/A,No resp.,,,,,,,,,,,,,,,,,
1995,May,199505,41,ED,EP&L,Counselor Education,Mast.,M,W,47,No,,Fall,1993,Business,SMU,1970,N/A,N/A,,Theology,SMU,1991,N/A,N/A,,N/A,N/A,,Cost,Major program,Family/FriendsRecom'd,,4,5,5,4,5,5,5,5,4,4,,,5,5,5,5,5,4,5,5,,5,5,5,,,,Cont. Educ.,N/A,N/A,5,5,4,4,4,,,4,4,4,3,2,5,,Yes,No,,1,N/A,N/A,,,,4,,4,,2,2,1,1,3,5,5,,5,5,5,5,,,N/A,OK,,,,,,,,,,,1,,,,,,
1995,May,199505,42,AS,MATH,Mathematics,Doct.,M,N,30,No,,Fall,1990,Mathematics,Mosul U,1986,N/A,N/A,,Mathematics,ENMU,1989,N/A,N/A,,N/A,N/A,,Major program,Cost,FacultyRecommended,,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,2,2,2,5,5,5,4,4,4,,,,?,?,?,4,1,3,3,4,4,4,4,4,4,4,2,3,3,No,?,,5,MATH,DEPT-AS-SC,5,4,4,4,5,4,,,4,1,4,4,3,3,,4,4,4,4,,,N/A,OK,,1,,,,,,,,,,,,,,,
1995,May,199505,43,AS,PHIL,Philosophy,Mast.,F,H,34,No,,Spr.,1994,Philosophy,TTU,1993,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,FacultyRecommended,WorkWParticFac,,5,5,5,5,5,1,1,5,1,5,3,3,2,1,1,1,1,1,5,5,5,5,5,5,,,,New job,?,?,4,4,1,3,5,,1,4,4,2,1,1,1,4,Yes,Yes,,3,ATLC,ATLC,5,4,5,4,5,4,4,,,1,3,2,,4,,4,5,4,3,,4,N/A,OK,,,,,,,,0.1,0.85,,0.05,,,,,,
1995,May,199505,44,AS,ENGL,English,Mast.,F,W,23,No,,Fall,1993,English,Lindenwood C,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Location,Cost,,3,5,4,1,4,3,3,2,2,1,,,,4,2,2,3,2,,,,,,,,,,Searching,N/A,N/A,3,3,3,3,3,,,4,4,3,3,3,4,4,Yes,No,,4,ATLC,ATLC,4,4,4,4,5,,5,3,1,3,,,,4,,4,4,,,,3,N/A,OK,,0.4,,,,,,,0.6,,,,,,,,
1995,May,199505,45,AS,PHYS,Physics,Mast.,F,W,32,No,,Fall,1993,Mathematics,TTU,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,FacultyRecommended,WorkWParticFac,,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,,,3,Cont. Educ.,N/A,N/A,4,4,5,5,5,,,2,2,2,2,2,2,1,Yes,Yes,,4,PHYS,DEPT-AS-SC,4,4,5,4,5,1,,,2,2,2,1,,4,,4,2,4,4,,5,N/A,OK,0.05,0.05,,,,0.9,,,,,,,,,,,
1995,May,199505,46,EN,E E,Electrical Engr.,Mast.,M,W,26,No,,Fall,1993,Electrical Engr.,Worcaster Poly,1990,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,Location,TA/RA,,3,4,3,2,2,1,3,4,2,5,3,4,4,4,4,4,3,,5,3,4,5,5,5,,,,Cont. Educ.,N/A,N/A,5,4,2,3,,,,2,3,3,1,,,4,Yes,No,,5,E E,DEPT-EN,5,5,3,4,4,,,,,1,,,,4,,4,5,4,4,,,N/A,OK,0.4,,,,,0.6,,,,,,,,,,,
1995,May,199505,47,EN,I E,Industrial Engr.,Mast.,M,N,25,No,,Fall,1993,Electrical Engr.,[Thailand],,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Cost,Scholarship,,4,4,4,3,5,5,5,5,3,5,4,4,5,5,5,4,5,4,5,5,5,4,5,4,,,1,New job,?,?,5,4,4,5,5,5,3,4,3,4,4,5,5,4,Yes,No,,4,I E,DEPT-EN,5,5,,3,5,2,3,,,,5,4,,5,5,5,4,4,4,4,2,N/A,OK,0.3,,,,,,,0.7,,,,,,,,,
1995,May,199505,48,ED,EP&L,Counselor Education,Mast.,F,W,31,No,,Fall,1993,Elem. Ed.,TTU,1985,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,PrevAtTTU,Cost,,5,5,5,4,4,4,4,5,4,2,2,3,4,4,4,4,4,3,4,4,,3,4,4,,,,New job,?,?,3,4,4,4,3,,,3,4,4,4,4,3,3,Yes,Yes,,1,N/A,N/A,,,,4,5,4,,,,3,,4,4,4,4,4,4,4,4,,,N/A,OK,,,,,0.2,,,0.8,,,,,,,,,
1995,May,199505,49,HS,ENRHM,RHIM,Mast.,F,W,39,No,,Fall,1992,Interior Design,TTU,1990,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,TA/RA,Location,,4,5,4,5,5,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,5,,,,Cont. Educ.,N/A,N/A,2,3,5,4,4,,,5,3,4,3,5,5,4,No,Yes,,3,AT/HS,MULTI,3,3,4,5,5,3,,3,4,1,4,3,,4,,4,2,3,4,,5,N/A,OK,,0.5,,,,0.02,,,0.46,0.02,,,,,,,
1995,May,199505,50,AG,RWFM,Wildlife Science,Mast.,F,W,24,No,,Fall,1993,Forest Biol.,SUNY-Syracuse,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Scholarship,Family/FriendsRecom'd,,5,5,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,,5,5,5,5,5,,,,,New job,?,?,3,3,3,4,4,,,3,3,3,4,4,4,4,Yes,?,,4,R&WM,DEPT-AG,5,4,4,4,,,,,,3,,,,4,,4,5,4,4,,4,N/A,OK,0.5,,,,,,,0.1,0.4,,,,,,,,
1995,May,199505,51,ED,EP&L,Instructional Technology,Mast.,M,W,45,No,,Spr.,1993,Economics,New Mexico,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,Cost,,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,,4,4,,,,,Searching,N/A,N/A,2,,,,5,,,4,4,4,4,4,4,4,Yes,?,,5,ED,DEPT-ED,4,5,4,4,5,,,4,,2,,,,4,,4,4,4,4,,,N/A,OK,,,,,0.33,,0.33,0.34,,,,,,,,,
1995,May,199505,52,HS,MEDCE,Consumer Eco.,Doct.,F,W,52,No,,Sum.,1976,Home Eco.,Colo. St.,,N/A,N/A,,Home Mgt.,TTU,1976,N/A,N/A,,N/A,N/A,,Major program,Location,PrevAtTTU,,4,5,5,,5,4,5,5,5,5,4,,5,5,5,5,5,,5,5,5,,5,,,,,Cont. Employ.,?,?,4,,,,,,,4,4,4,,4,4,4,No,Yes,,2,?,?,,,,,,,,,,,,,,,,5,5,4,3,,2,N/A,OK,,,,,1,,,,,,,,,,,,
1995,May,199505,53,AS,PHYS,Physics,Mast.,F,H,25,No,,Sum.,1992,Applied Physics,Cal.-Davis,1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,ResearchInterest,Scholarship,WorkWParticFac,,4,4,3,2,5,4,4,4,1,5,2,3,4,3,4,4,4,4,5,5,5,5,5,5,,,,Searching,N/A,N/A,4,4,2,,4,,5,4,5,4,3,4,4,2,Yes,Yes,,5,PHYS,DEPT-AS-SC,4,3,3,4,5,4,,,2,2,,3,,5,,4,5,4,,,2,N/A,No resp.,,,,,,,,,,,,,,,,,
1995,May,199505,54,ED,EP&L,Higher Education,Mast.,F,W,25,No,,Fall,1993,Communications,St. Thomas,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Family/FriendsRecom'd,Cost,,4,4,4,4,3,4,5,4,4,1,,1,3,3,1,1,1,1,4,4,,5,5,5,,,,?,?,?,3,1,4,4,4,,,4,5,4,4,4,4,4,Yes,No,,2,ATLC,ATLC,3,4,4,5,5,,,4,4,,,4,,4,,4,4,4,4,,3,N/A,OK,,,,0.5,,,,,0.5,,,,,,,,
1995,May,199505,55,BA,ISQS,Mgt. Info. Syst.,Mast.,F,W,23,No,,Fall,1993,MIS,TTU,1994,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,PrevAtTTU,blank,blank,,5,5,4,4,5,5,5,4,4,2,3,3,5,5,5,5,5,5,5,5,4,4,4,4,,,,New job,?,?,5,4,4,3,5,,,1,3,1,1,3,2,5,Yes,No,,5,BA,BA,2,2,1,3,5,5,4,3,4,3,3,3,,4,,5,5,5,5,,2,N/A,OK,,,,0.1,,0.5,,0.35,0.05,,,,,,,,
1995,May,199505,56,ED,EP&L,Counselor Education,Mast.,F,W,47,No,,Fall,1992,Home Eco. Educ.,TTU,1970,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,EmployedLubbock,Major program,,4,5,4,2,4,3,5,5,4,,3,,4,4,3,4,4,,4,4,,4,4,,,,1,New job,?,?,4,,,,,,,,,,,,,,No,Yes,,1,N/A,N/A,,,,4,,,,,,,,,,4,,4,4,4,4,,,N/A,OK,,,,,0.5,,0.5,,,,,,,,,,
1995,May,199505,57,BA,FIN,Finance,Mast.,M,W,33,No,,Sum.,1991,French,TTU,1984,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,PrevAtTTU,EmployedLubbock,,4,5,5,4,5,5,5,4,3,,,,5,5,,,5,,4,4,,,,,,,,Cont. Employ.,?,?,3,,4,4,4,,,4,4,4,4,2,5,4,No,Yes,,5,BA,BA,4,4,4,4,,,,,,3,3,,,4,,4,5,4,4,,,N/A,OK,,,,,1,,,,,,,,,,,,
1995,May,199505,58,EN,CH E,Chemical Engr.,Mast.,M,W,25,No,,Spr.,1993,Chemical Engr.,TTU,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,PrevAtTTU,WorkWParticFac,,5,4,4,4,4,4,4,5,5,4,4,3,3,1,2,2,2,4,3,2,2,2,2,4,,,,New job,?,?,3,3,4,3,4,,,4,4,4,5,4,4,3,Yes,Yes,,4,CH E,DEPT-EN,4,3,2,4,5,4,,5,4,3,,,,3,,3,5,3,3,,,N/A,OK,,,,,,0.9,,0.1,,,,,,,,,
1995,May,199505,59,GR,INTERDIS,Interdis. Studies,Mast.,F,W,31,No,,Spr.,1989,English,TTU,1986,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,PrevAtTTU,blank,,4,5,4,4,4,3,4,3,1,3,,,5,5,3,3,3,2,4,4,4,3,2,2,,,2,?,?,?,,,,,,,,4,4,4,3,4,4,4,Yes,Yes,,5,ATLC,ATLC,5,5,5,3,5,,5,,,,,,,3,,4,4,3,2,,,N/A,OK,,,,,1,,,,,,,,,,,,
1995,May,199505,60,VPA,ART,Studio Art,Mast.,F,W,41,No,,Spr.,1992,Art,Arizona St.,1977,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Location,PrevAtTTU,,4,5,4,3,4,4,4,4,3,,4,,3,3,3,3,3,3,4,4,4,4,4,3,,,,New job,?,?,3,4,4,4,4,,,3,3,3,4,3,1,3,Yes,No,,1,N/A,N/A,,,,3,5,4,,,,3,3,4,,1,,,,4,4,,1,N/A,OK,,0.3,0.1,0.03,,,0.5,,,0.07,,,,,,,
1995,May,199505,61,EN,EN GEN,Engineering,Mast.,M,W,39,No,,Sum.,1992,Electrical Engr.,West.Vg.,1978,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Cost,blank,,4,5,4,3,4,5,4,5,4,4,3,3,4,4,4,4,4,4,5,5,4,4,5,4,,,,Cont. Employ.,?,?,,4,5,4,4,,,,,,,,,,No,?,,1,N/A,N/A,,,,,,,,,,,,,,5,,4,4,4,,,,N/A,OK,,,,,,,,,,,,1,,,,,
1995,May,199505,62,ED,EP&L,Counselor Education,Mast.,F,W,41,No,,Sum.,1992,Home Eco. Educ.,Abilene Chr.,1975,N/A,N/A,,C&I,Houston,,N/A,N/A,,N/A,N/A,,Location,blank,blank,,4,4,3,1,5,5,5,3,4,3,4,3,5,5,5,5,5,5,5,5,,5,5,4,,,,New job,?,?,4,4,5,4,5,,,3,3,3,4,4,4,4,Yes,No,,3,ATLC,ATLC,4,4,3,4,5,4,5,4,4,2,4,5,5,4,,5,5,5,4,5,4,N/A,OK,,,,1,,,,,,,,,,,,,
